,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,gene_name,go,ontology
ENSBTAG00000007755,17.63085193,2.624346414,0.543754478,2.987279149,0.002814726,0.784724314,EMC4,ER membrane protein complex subunit 4,GO:0006915,BP
ENSBTAG00000021033,8.637635334,3.660359869,0.906806352,2.933768454,0.003348739,0.916314274,LOC112441902,small Cajal body-specific RNA 3,NA,NA
ENSBTAG00000011765,2630.904129,1.165799611,0.057314339,2.892812065,0.003818097,1,SNX24,sorting nexin 24,GO:0015031,BP
ENSBTAG00000005275,91.85193479,1.600884699,0.208774467,2.878152241,0.00400012,1,PLXNB1,plexin B1,NA,NA
ENSBTAG00000021013,451.6740586,1.287513035,0.101858135,2.822681118,0.004762391,1,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3,NA,NA
ENSBTAG00000024958,387.5825224,1.329247356,0.116787148,2.819208805,0.004814219,1,MIR4657,microRNA mir-4657,NA,NA
ENSBTAG00000039028,35.60704545,2.009644484,0.359252498,2.810403518,0.004947942,1,DPF2,double PHD fingers 2,NA,NA
ENSBTAG00000014707,8.035398305,3.604794505,0.937242492,2.779210853,0.005449114,1,SNX21,sorting nexin family member 21,NA,NA
ENSBTAG00000003403,8.402170827,3.636623757,0.950737553,2.773240362,0.005550111,1,WNT5A,Wnt family member 5A,NA,NA
ENSBTAG00000006951,122.555102,1.5574372,0.201881736,2.761206695,0.005758822,1,CDC25B,cell division cycle 25B,NA,NA
ENSBTAG00000044192,4.733341533,4.752705027,1.38067553,2.718020958,0.006567368,1,SEC24B,"SEC24 homolog B, COPII coat complex component",NA,NA
ENSBTAG00000006307,445.7875987,1.335921507,0.125309605,2.680732306,0.007346126,1,NAV3,neuron navigator 3,NA,NA
ENSBTAG00000046375,59.04682174,2.650835727,0.624802216,2.64217329,0.00823759,1,ZBTB22,zinc finger and BTB domain containing 22,NA,NA
ENSBTAG00000054059,32.06925217,1.9478491,0.359231722,2.638545098,0.008326262,1,PFDN4,prefoldin subunit 4,GO:0005634,BP
ENSBTAG00000016194,88.37424669,1.578259232,0.220463391,2.622926326,0.008717812,1,LOC112447649,U6 spliceosomal RNA,NA,NA
ENSBTAG00000015209,537.4068598,1.258708197,0.100852973,2.565201501,0.01031159,1,GRID1,glutamate ionotropic receptor delta type subunit 1,NA,NA
ENSBTAG00000049223,90.52751293,1.528500594,0.206583285,2.558293108,0.010518739,1,LOC112445242,small nucleolar RNA SNORA70,NA,NA
ENSBTAG00000053034,4.756799268,4.790813995,1.487609841,2.548258213,0.010826231,1,MEAK7,"MTOR associated protein, eak-7 homolog",NA,NA
ENSBTAG00000010932,158.8990177,1.405336029,0.159798193,2.536549509,0.011195091,1,HSPA5,heat shock protein family A (Hsp70) member 5,GO:0005737,BP
ENSBTAG00000009812,551.6915825,1.567243683,0.228269778,2.484970579,0.012956214,1,ORAI3,ORAI calcium release-activated calcium modulator 3,NA,NA
ENSBTAG00000030259,14.478675,2.399343874,0.566873749,2.468528269,0.013566994,1,MEA1,male-enhanced antigen 1,GO:0007275,BP
ENSBTAG00000049738,8.818881211,2.839904314,0.775789581,2.371653807,0.017708674,1,MIR26A-2,microRNA mir-26a-2,NA,NA
ENSBTAG00000032509,28.80350752,1.894150341,0.377753523,2.367020522,0.017931938,1,MARF1,meiosis regulator and mRNA stability factor 1,GO:0005777,BP
ENSBTAG00000046333,97.13500932,-1.515151218,0.218733753,-2.355151914,0.018515135,1,MSLN,mesothelin,NA,NA
ENSBTAG00000004305,326.6509856,1.269970217,0.116308837,2.321149656,0.020278768,1,RGS16,regulator of G protein signaling 16,NA,NA
ENSBTAG00000011624,10.1215704,2.593186555,0.686440275,2.320939799,0.020290093,1,FGF21,fibroblast growth factor 21,NA,NA
ENSBTAG00000013099,96.20467843,1.470643279,0.20305678,2.317791499,0.020460655,1,CCDC106,coiled-coil domain containing 106,GO:0005829,CC
ENSBTAG00000049660,6.084063501,3.595728226,1.130233644,2.296629763,0.021639899,1,MTHFS,"5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)",NA,NA
ENSBTAG00000039384,2.31918171,-4.602887456,1.571531162,-2.292596892,0.021871223,NA,SMAP1,small ArfGAP 1,NA,NA
ENSBTAG00000023374,2.187988112,4.648497508,1.593094715,2.290194972,0.022010017,NA,HSCB,HscB mitochondrial iron-sulfur cluster cochaperone,NA,NA
ENSBTAG00000008497,52.3815778,1.644404268,0.281468661,2.28943523,0.022054077,1,NHSL2,NHS like 2,NA,NA
ENSBTAG00000021685,8.064876009,2.869428438,0.818706785,2.283391896,0.022407294,1,ATP8B2,ATPase phospholipid transporting 8B2,NA,NA
ENSBTAG00000002104,54.57351416,1.691344766,0.303149755,2.280538758,0.022575755,1,TRIM7,tripartite motif containing 7,NA,NA
ENSBTAG00000011733,44.52436685,1.734495918,0.323508311,2.270408188,0.023182828,1,TFEB,transcription factor EB,NA,NA
ENSBTAG00000016819,1004.532195,1.188993253,0.083876447,2.253233886,0.024244406,1,LOC515333,multidrug resistance-associated protein 4,NA,NA
ENSBTAG00000003711,25.40711021,1.886243251,0.39870397,2.222810197,0.026228601,1,CTSC,cathepsin C,GO:0005764,BP
ENSBTAG00000020018,158.7593234,1.372060965,0.171343238,2.171436529,0.02989819,1,CREBRF,CREB3 regulatory factor,NA,NA
ENSBTAG00000036016,126.8788101,1.970672629,0.454154885,2.137316279,0.032572276,1,CLUH,clustered mitochondria homolog,NA,NA
ENSBTAG00000008462,163.0577099,1.346737922,0.163072226,2.126284352,0.03347959,1,SMIM19,small integral membrane protein 19,GO:0016021,CC
ENSBTAG00000003489,10.08227305,2.434119154,0.679581453,2.110297665,0.034832725,1,CPSF2,cleavage and polyadenylation specific factor 2,GO:0005847,BP
ENSBTAG00000002205,5.185268779,3.28476475,1.093024883,2.090313574,0.036589641,1,SLURP1,secreted LY6/PLAUR domain containing 1,NA,NA
ENSBTAG00000017450,194.2947849,1.291033885,0.141035891,2.063544845,0.039060892,1,KLHL24,kelch like family member 24,NA,NA
ENSBTAG00000043547,118.9272366,-1.43638177,0.212504358,-2.053519154,0.040022254,1,NA,NA,NA,NA
ENSBTAG00000040413,21.38948525,1.882127605,0.431430582,2.044657106,0.040888675,1,DNAJA4,DnaJ heat shock protein family (Hsp40) member A4,NA,NA
ENSBTAG00000004034,165.8174958,1.35667259,0.175806962,2.028773978,0.042481317,1,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1",GO:0000729,BP
ENSBTAG00000024000,5.639294504,3.011480247,0.995505869,2.020560913,0.043325239,1,NLGN1,neuroligin 1,NA,NA
ENSBTAG00000019915,1165.383764,1.137444067,0.06835656,2.010693147,0.044357878,1,RSPH14,radial spoke head 14 homolog,NA,NA
ENSBTAG00000000413,37.15648187,1.650570062,0.329110037,1.976755458,0.048069279,1,TBC1D7,TBC1 domain family member 7,GO:0031398,BP
