"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","gene_name","go","ontology"
"ENSBTAG00000004694",0.80524199044967,-3.12687348302164,2.04828824101289,-1.03836630042356,0.299099552520278,1,NA,NA,NA,NA
"ENSBTAG00000050230",2.85564583342639,-2.24773542772847,1.20867102010292,-1.03232013258846,0.301922172782693,1,"GSTM1","glutathione S-transferase M1","GO:0004364","BP"
"ENSBTAG00000013070",0.796870430771627,-3.11531623501317,2.05324292607419,-1.03023183869318,0.302901187106185,1,"SIN3A","SIN3 transcription regulator family member A",NA,NA
"ENSBTAG00000000861",0.796870430771627,-3.11531623501317,2.05324292607419,-1.03023183869318,0.302901187106185,1,"OPHN1","oligophrenin 1",NA,NA
"ENSBTAG00000035915",1.35973541513612,2.7491659324005,1.7369746816568,1.00701866922555,0.313925802703376,1,"LOC112442094","small nucleolar RNA SNORA49",NA,NA
"ENSBTAG00000025242",1.36009252675858,2.71406981386833,1.71982921890445,0.996651176190741,0.318933856114611,1,"ASIP","agouti signaling protein","GO:0006091","BP"
"ENSBTAG00000046608",1.81315371206574,-4.29577989190018,3.31807572738297,-0.993280492274848,0.320573281495826,1,"TJAP1","tight junction associated protein 1",NA,NA
"ENSBTAG00000008426",1.33660030056843,-2.70410351526553,1.74316197803821,-0.977593325654888,0.328275499696594,1,"LRRK2","leucine rich repeat kinase 2",NA,NA
"ENSBTAG00000032799",1.33660030056843,-2.70410351526553,1.74316197803821,-0.977593325654888,0.328275499696594,1,"CAMK1G","calcium/calmodulin dependent protein kinase IG",NA,NA
"ENSBTAG00000052787",7.70810124460415,-1.66935857301037,0.685138869940978,-0.976967739500807,0.328585123828375,1,NA,NA,NA,NA
"ENSBTAG00000014288",0.788174386909272,3.1313143284078,2.1830793230818,0.976288083476085,0.328921723542316,1,NA,NA,NA,NA
"ENSBTAG00000021428",0.784396715515269,3.13036589234944,2.18605927358661,0.974523389228237,0.329796731682583,1,"LOC112449449","small nucleolar RNA SNORD62",NA,NA
"ENSBTAG00000054625",1.40539907723144,-2.71743444389517,1.79631049446525,-0.956089968402953,0.339026782517584,1,"SPAG5","sperm associated antigen 5",NA,NA
"ENSBTAG00000026344",9.22310007094725,1.62462833080708,0.655433978283281,0.952999617815222,0.340590264344107,1,"PTGR1","prostaglandin reductase 1","GO:0005737","BP"
"ENSBTAG00000039499",4.837559911077,4.72559405931284,3.91637000901119,0.951287557289174,0.341458421575456,1,"PIGN","phosphatidylinositol glycan anchor biosynthesis class N",NA,NA
"ENSBTAG00000007354",19.8232559713375,-1.49075647335428,0.516855785380938,-0.949503686008999,0.342364498197148,1,"INSYN2A","inhibitory synaptic factor 2A",NA,NA
"ENSBTAG00000016202",3.32096782807943,-2.03226150693408,1.09071406680593,-0.946408906192041,0.343940064554034,1,"ZYG11B","zyg-11 family member B, cell cycle regulator",NA,NA
"ENSBTAG00000053912",1.288931913399,-2.66367459333056,1.7600499209832,-0.945242844249099,0.344534910726275,1,"APOA2","apolipoprotein A2","GO:0006656","BP"
"ENSBTAG00000044192",1.25618270244321,2.66572852758647,1.76575198120925,0.943353622316609,0.345500056742381,1,"ATRIP","ATR interacting protein",NA,NA
"ENSBTAG00000051833",1.95985570957307,-2.34056633743055,1.46622325339984,-0.914298920251111,0.360559797801438,1,"GIN1","gypsy retrotransposon integrase 1","GO:0003676","BP"
"ENSBTAG00000044630",2.05180826206213,2.33704107470267,1.46254227319932,0.914189695028698,0.360617178003462,1,"TYW3","tRNA-yW synthesizing protein 3 homolog",NA,NA
"ENSBTAG00000018585",1.96142248762976,2.36799672507455,1.50521833596479,0.908836075397473,0.363436660832375,1,NA,NA,NA,NA
"ENSBTAG00000013429",0.711145175540526,2.93837411210325,2.13615167324871,0.907414083174779,0.364187864788169,1,NA,NA,NA,NA
"ENSBTAG00000038361",1.96404148941209,-2.34535269669324,1.49101336117177,-0.902307606174595,0.366893486192727,1,"TAF1C","TATA-box binding protein associated factor, RNA polymerase I subunit C",NA,NA
"ENSBTAG00000054450",0.75427067124848,3.0061378589025,2.22661936468064,0.900979256142524,0.367599349122939,1,"MTO1","mitochondrial tRNA translation optimization 1",NA,NA
"ENSBTAG00000020485",3.20236152967501,2.02773340525071,1.14546645398745,0.897218248228126,0.369602469664025,1,NA,NA,NA,NA
"ENSBTAG00000050202",2.601479046874,-2.12476049138509,1.25708569182599,-0.894736531247378,0.370927945487269,1,"MED6","mediator complex subunit 6","GO:0003712","MF"
"ENSBTAG00000044607",1.26540448249037,2.60536731565981,1.80369321463275,0.890044550057628,0.373441965181139,1,NA,NA,NA,NA
"ENSBTAG00000015032",1.32618881109779,2.62176445290379,1.83891104660495,0.881915661933696,0.377822416821286,1,"ADAM20","ADAM metallopeptidase domain 20",NA,NA
"ENSBTAG00000029983",2.04702241453236,-2.2882833174746,1.46277035262983,-0.880714676202229,0.378472271236876,1,"GAB2","GRB2 associated binding protein 2",NA,NA
"ENSBTAG00000013720",0.72426111697851,2.9627350504004,2.23009605285568,0.88011233771168,0.378798456083966,1,"C14H8orf33","chromosome 14 C8orf33 homolog",NA,NA
"ENSBTAG00000035836",0.69553556518843,-2.883934273442,2.14862361989549,-0.876809812569052,0.380589948427412,1,"COPG1","COPI coat complex subunit gamma 1","GO:0000139","BP"
"ENSBTAG00000011545",0.69553556518843,-2.883934273442,2.14862361989549,-0.876809812569052,0.380589948427412,1,"FAM131A","family with sequence similarity 131 member A",NA,NA
"ENSBTAG00000003832",0.69553556518843,-2.883934273442,2.14862361989549,-0.876809812569052,0.380589948427412,1,"MIS18A","MIS18 kinetochore protein A","GO:0005654","BP"
"ENSBTAG00000006251",0.69553556518843,-2.883934273442,2.14862361989549,-0.876809812569052,0.380589948427412,1,"JDP2","Jun dimerization protein 2",NA,NA
"ENSBTAG00000052144",0.69553556518843,-2.883934273442,2.14862361989549,-0.876809812569052,0.380589948427412,1,NA,NA,NA,NA
"ENSBTAG00000020385",0.739018172518844,-2.95400607167333,2.23970791790799,-0.872437899625088,0.382969532405513,1,"INPPL1","inositol polyphosphate phosphatase like 1",NA,NA
"ENSBTAG00000038174",0.668019679832572,2.8746770458846,2.16989551524154,0.863948071562293,0.387616417514523,1,"HLCS","holocarboxylase synthetase",NA,NA
"ENSBTAG00000017276",0.668019679832572,2.8746770458846,2.16989551524154,0.863948071562293,0.387616417514523,1,"MC1R","melanocortin 1 receptor","GO:0010739","BP"
"ENSBTAG00000013841",0.668019679832572,2.8746770458846,2.16989551524154,0.863948071562293,0.387616417514523,1,"HRC","histidine rich calcium binding protein",NA,NA
"ENSBTAG00000025622",1.25228854105239,2.59590000180355,1.86076579516522,0.857657640714451,0.391081536625016,1,"AURKAIP1","aurora kinase A interacting protein 1",NA,NA
"ENSBTAG00000050145",0.698029234102543,2.91978121489057,2.25253028366379,0.85227764919014,0.394060008229986,1,"HOXC6","homeobox C6",NA,NA
"ENSBTAG00000010856",0.698029234102543,2.91978121489057,2.25253028366379,0.85227764919014,0.394060008229986,1,"COMTD1","catechol-O-methyltransferase domain containing 1",NA,NA
"ENSBTAG00000031071",1.23958070805942,2.58172474258798,1.85601221468684,0.852216774260217,0.394093788179695,1,"SYNE2","spectrin repeat containing nuclear envelope protein 2",NA,NA
"ENSBTAG00000007846",0.654903738394589,2.85283198308133,2.18088576897975,0.849577730954755,0.395559897200999,1,"CLDN1","claudin 1","GO:0001618","BP"
"ENSBTAG00000000707",1.90931583350028,2.25337775938611,1.48068604756016,0.846484480252514,0.397282528079082,1,"ACOT7","acyl-CoA thioesterase 7",NA,NA
"ENSBTAG00000045727",1.16603754963648,2.51092891127657,1.78959218028678,0.844286719577887,0.398509205401794,1,"OSBPL7","oxysterol binding protein like 7",NA,NA
"ENSBTAG00000000457",0.699721345027451,-2.89366834331404,2.25201621618651,-0.840876868338327,0.400416918383167,1,"YWHAE","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon","GO:0000165","BP"
"ENSBTAG00000051763",1.84085967210804,2.25076876988826,1.48783078769691,0.840666008682604,0.400535068159945,1,"SIGMAR1","sigma non-opioid intracellular receptor 1","GO:0005637","BP"
"ENSBTAG00000040392",1.20489876909281,-2.50574135161347,1.79562312160713,-0.838562019777174,0.401715131090773,1,NA,NA,NA,NA
"ENSBTAG00000047073",1.19178282765482,-2.50593328833256,1.79968643430857,-0.836775373545077,0.402718842394755,1,"COX7A2L","cytochrome c oxidase subunit 7A2 like","GO:0002082","BP"
"ENSBTAG00000043574",208.265240401178,-1.11148905651705,0.133442666635198,-0.835482828155951,0.403445911416001,1,"CSAD","cysteine sulfinic acid decarboxylase",NA,NA
"ENSBTAG00000016841",0.652052957858015,-2.81737537336692,2.18396316826105,-0.832145614806307,0.405326757199014,1,"PPP6R3","protein phosphatase 6 regulatory subunit 3",NA,NA
"ENSBTAG00000029787",0.652052957858015,-2.81737537336692,2.18396316826105,-0.832145614806307,0.405326757199014,1,NA,NA,NA,NA
"ENSBTAG00000054231",0.652052957858015,-2.81737537336692,2.18396316826105,-0.832145614806307,0.405326757199014,1,NA,NA,NA,NA
"ENSBTAG00000032884",0.652052957858015,-2.81737537336692,2.18396316826105,-0.832145614806307,0.405326757199014,1,"LOC112444385","small nucleolar RNA SNORA15",NA,NA
"ENSBTAG00000013877",0.691349785349408,-2.87966436722866,2.25944625577317,-0.831913732148255,0.405457640149671,1,"SNRK","SNF related kinase",NA,NA
"ENSBTAG00000053367",0.681135621270556,2.89725365515871,2.28909380281973,0.828823027182921,0.40720455608371,1,NA,NA,NA,NA
"ENSBTAG00000031160",0.681135621270556,2.89725365515871,2.28909380281973,0.828823027182921,0.40720455608371,1,"LOC112444529","endogenous retrovirus group K member 6 Gag polyprotein-like",NA,NA
"ENSBTAG00000004662",0.681135621270556,2.89725365515871,2.28909380281973,0.828823027182921,0.40720455608371,1,"LOC112448934","U6atac minor spliceosomal RNA",NA,NA
"ENSBTAG00000054770",0.647867178018993,-2.81027729377426,2.1875717414769,-0.827528194596299,0.407937748295148,1,"IRAG1","inositol 1,4,5-triphosphate receptor associated 1","GO:0016021","CC"
"ENSBTAG00000045360",0.647867178018993,-2.81027729377426,2.1875717414769,-0.827528194596299,0.407937748295148,1,"PDCD1","programmed cell death 1",NA,NA
"ENSBTAG00000013991",5.53210274626452,1.65827756556948,0.802021247081523,0.820773225104561,0.411775452391501,1,"ANO4","anoctamin 4","GO:0016021","BP"
"ENSBTAG00000011896",10.6203085961562,-1.47137711290659,0.575968140031331,-0.818408311405815,0.413124077435365,1,"DENND4A","DENN domain containing 4A",NA,NA
"ENSBTAG00000045062",1.85816139338504,2.25819530073705,1.53978642645987,0.817123257560965,0.413857993071222,1,"C3H1orf54","chromosome 3 C1orf54 homolog","GO:0005576","CC"
"ENSBTAG00000013090",1.84121912271287,-2.25468931839222,1.54517834918241,-0.812002911544876,0.416789960832372,1,"VPS13B","vacuolar protein sorting 13 homolog B",NA,NA
"ENSBTAG00000049986",1.87122633800047,2.18831368387147,1.46736423845499,0.80982870696281,0.418038631155098,1,"CLTRN","collectrin, amino acid transport regulator","GO:0005886","CC"
"ENSBTAG00000040111",3.11885669883395,-1.87945343968308,1.08865677205467,-0.807833526836239,0.419186421939162,1,"ZDHHC2","zinc finger DHHC-type palmitoyltransferase 2",NA,NA
"ENSBTAG00000048103",1.10979611249054,2.45615733029869,1.8204221265159,0.79990091808301,0.423768205830701,1,"IST1","IST1 factor associated with ESCRT-III","GO:0005635","BP"
"ENSBTAG00000029897",75.9804748460856,1.16947841734993,0.211953232649524,0.799602889898717,0.423940912594991,1,"IL24","interleukin 24",NA,NA
"ENSBTAG00000032651",0.656238737697036,-2.82448143404813,2.31395288650832,-0.78846956854044,0.430422092047281,1,"TNFRSF1B","TNF receptor superfamily member 1B",NA,NA
"ENSBTAG00000051739",0.656238737697036,-2.82448143404813,2.31395288650832,-0.78846956854044,0.430422092047281,1,"PLAC8A","placenta specific 8 A",NA,NA
"ENSBTAG00000030073",0.656238737697036,-2.82448143404813,2.31395288650832,-0.78846956854044,0.430422092047281,1,"VPS53","VPS53 subunit of GARP complex",NA,NA
"ENSBTAG00000051541",4.22912104679771,1.72536735661204,0.921424142616068,0.787224170784814,0.431150650251288,1,"ADARB2","adenosine deaminase RNA specific B2 (inactive)",NA,NA
"ENSBTAG00000012559",0.641787796956605,2.82887709627731,2.32773872667862,0.78568830570039,0.432050116001969,1,"CDV3","CDV3 homolog",NA,NA
"ENSBTAG00000054157",1.13980566676051,2.48337620109312,1.89334783696114,0.783467344000544,0.433352723061818,1,"MIR2459","microRNA mir-2459",NA,NA
"ENSBTAG00000051430",1.15268749046189,-2.41300140974564,1.80600336961258,-0.782391347391978,0.433984617301163,1,"GANAB","glucosidase II alpha subunit",NA,NA
"ENSBTAG00000053290",1.97513616231584,2.15859860666034,1.48191674218126,0.781824358738924,0.434317803532366,1,"FAM91A1","family with sequence similarity 91 member A1",NA,NA
"ENSBTAG00000006561",1.09668017105256,2.44117028240254,1.84772109999079,0.779971762193827,0.435407496411282,1,NA,NA,NA,NA
"ENSBTAG00000047783",1.11374777459295,-2.4171717469723,1.81961432813145,-0.778830835228465,0.436079371049157,1,NA,NA,NA,NA
"ENSBTAG00000008020",1.81559683858038,-2.17604199689987,1.51046474084658,-0.778596126805798,0.436217661375989,1,"C2H2orf69","chromosome 2 C2orf69 homolog",NA,NA
"ENSBTAG00000046820",0.643681398179971,-2.80226724507226,2.32659134489384,-0.774638506683902,0.438553296895784,1,"SLFN11","schlafen family member 11",NA,NA
"ENSBTAG00000038974",0.643681398179971,-2.80226724507226,2.32659134489384,-0.774638506683902,0.438553296895784,1,"SERGEF","secretion regulating guanine nucleotide exchange factor","GO:0005085","BP"
"ENSBTAG00000044378",0.643681398179971,-2.80226724507226,2.32659134489384,-0.774638506683902,0.438553296895784,1,"SNX29","sorting nexin 29","GO:0035091","MF"
"ENSBTAG00000030993",1.11793355443198,-2.42127574556674,1.84184721133579,-0.771657788343891,0.440317137855465,1,"CRBN","cereblon","GO:0005634","BP"
"ENSBTAG00000042654",1.71526085637818,2.17186131520116,1.52322921546851,0.769326968850662,0.441699231139279,1,"NPR2","natriuretic peptide receptor 2","GO:0001503","BP"
"ENSBTAG00000008783",0.624894184124619,2.80433247113933,2.34564390738685,0.769226934001863,0.441758603793069,1,"P2RX5","purinergic receptor P2X 5",NA,NA
"ENSBTAG00000023374",0.624894184124619,2.80433247113933,2.34564390738685,0.769226934001863,0.441758603793069,1,"ZNF300","zinc finger protein 300",NA,NA
"ENSBTAG00000010813",4.16959504700443,1.72450401813249,0.942904539595929,0.76837472692937,0.442264590711803,1,"SH3BP5","SH3 domain binding protein 5",NA,NA
"ENSBTAG00000016876",4.39901823686466,-1.70212784253809,0.914276681932692,-0.767959914556567,0.442511000124635,1,"PSMA7","proteasome 20S subunit alpha 7","GO:0004298","CC"
"ENSBTAG00000000667",6.56524051360315,-1.55638576263345,0.726182756344075,-0.76617870332606,0.443569978376632,1,"ADAMTS10","ADAM metallopeptidase with thrombospondin type 1 motif 10",NA,NA
"ENSBTAG00000043562",8.79607578716563,-1.47644562500552,0.624630020827482,-0.762764531192949,0.445603837555407,1,NA,NA,NA,NA
"ENSBTAG00000038267",1.09226027347693,-2.40732854218994,1.85020056645571,-0.760635667129781,0.446874709939596,1,"RAVER1","ribonucleoprotein, PTB binding 1",NA,NA
"ENSBTAG00000050340",1.80212378551993,-2.11562437765013,1.48209106877491,-0.752736725262306,0.451608136379206,1,"CIAPIN1","cytokine induced apoptosis inhibitor 1","GO:0005654","BP"
"ENSBTAG00000052303",1.04958201754118,-3.49549225210113,3.31697736384025,-0.752339246961866,0.45184707155323,1,NA,NA,NA,NA
"ENSBTAG00000000344",1.03702467802411,-3.47895666260505,3.31755165664365,-0.747224736543513,0.454927914774061,1,"SEL1L2","SEL1L2 adaptor subunit of ERAD E3 ligase",NA,NA
"ENSBTAG00000054098",0.604384570688578,-2.73626575312935,2.34764111185412,-0.739578866787725,0.45955556875066,1,"DERL2","derlin 2",NA,NA
"ENSBTAG00000051207",0.598662301248651,2.75603141256232,2.37521378560042,0.739315097953771,0.459715683512043,1,"SFTA2","surfactant associated 2","GO:0005576","CC"
"ENSBTAG00000049120",0.598662301248651,2.75603141256232,2.37521378560042,0.739315097953771,0.459715683512043,1,"BCAM","basal cell adhesion molecule","GO:0005055","BP"
"ENSBTAG00000045375",2.38654592908138,1.91898730585403,1.24963438439874,0.735404945100159,0.462092911082284,1,"TRIP10","thyroid hormone receptor interactor 10",NA,NA
"ENSBTAG00000053356",2.32491138010484,1.9883485023705,1.34593139395268,0.734323091660681,0.46275184750803,1,NA,NA,NA,NA
"ENSBTAG00000053717",2.49524417820686,-1.91928843889228,1.25301759676917,-0.733659639946487,0.463156202446611,1,"WDCP","WD repeat and coiled coil containing",NA,NA
"ENSBTAG00000047231",4.32098318380279,-1.66894894962806,0.916588523530852,-0.729824705911829,0.465497340813528,1,NA,NA,NA,NA
"ENSBTAG00000054003",0.600198790849557,-2.72781918261277,2.37368515592792,-0.727905795887803,0.466671255004385,1,"ACSL4","acyl-CoA synthetase long chain family member 4",NA,NA
"ENSBTAG00000053776",0.600198790849557,-2.72781918261277,2.37368515592792,-0.727905795887803,0.466671255004385,1,"LOC112443645","small nucleolar RNA SNORD103/SNORD85",NA,NA
"ENSBTAG00000028457",1.10920488313147,-2.36564639361721,1.89230680046731,-0.721683393665322,0.470489154193582,1,NA,NA,NA,NA
"ENSBTAG00000049069",1.74981330210963,2.09666822458978,1.52059083293319,0.721211913710095,0.470779142869252,1,"CTRB1","chymotrypsinogen B1",NA,NA
"ENSBTAG00000044208",4.1390923839878,1.69686233044542,0.974921924645236,0.714787833599081,0.474740154092785,1,"HPGDS","hematopoietic prostaglandin D synthase",NA,NA
"ENSBTAG00000003110",1.15357033826915,2.37375958552575,1.92907338760171,0.712134434259995,0.47638153301688,1,"CC2D1B","coiled-coil and C2 domain containing 1B",NA,NA
"ENSBTAG00000001975",1.08810712107606,2.37785769886738,1.93773736806414,0.711065246289748,0.477043804912804,1,NA,NA,NA,NA
"ENSBTAG00000029989",2.47315403211975,1.8992047036965,1.26461144907272,0.71105216100633,0.47705191326449,1,"KPNB1","karyopherin subunit beta 1",NA,NA
"ENSBTAG00000016159",2.93525000352731,-1.80522757091363,1.13595397810074,-0.70885580440497,0.478413963534658,1,"PLXDC1","plexin domain containing 1",NA,NA
"ENSBTAG00000021913",1.67717136087837,2.10001165684994,1.55596790301379,0.706962948733901,0.479589503228429,1,"HAUS6","HAUS augmin like complex subunit 6",NA,NA
"ENSBTAG00000001026",1.04877766614651,-2.35913338154288,1.92618423522009,-0.705609233369923,0.480431180624383,1,NA,NA,NA,NA
"ENSBTAG00000025837",1.71555247482638,2.10772173131156,1.57008486831604,0.705517105262995,0.480488490847934,1,"CIDEB","cell death inducing DFFA like effector b","GO:0006915","BP"
"ENSBTAG00000014412",1.06696223523079,2.3216960492734,1.87424076489042,0.705190108993643,0.480691935818152,1,"PCBP4","poly(rC) binding protein 4","GO:0003677","BP"
"ENSBTAG00000008788",1.06277645539176,2.32180035740196,1.87582528309696,0.70465003820595,0.481028050597035,1,"SERPINB1","serpin family B member 1","GO:0005737","CC"
"ENSBTAG00000048337",2.31718855049746,1.88412649749399,1.25647182058173,0.703658039131071,0.481645757665785,1,"YBX2","Y-box binding protein 2",NA,NA
"ENSBTAG00000012822",1.08007817666877,2.34156023800884,1.93140400420244,0.694603632947749,0.487303734895558,1,"RABEP1","rabaptin, RAB GTPase binding effector protein 1",NA,NA
"ENSBTAG00000011076",1.69277447188116,-2.06731735803294,1.54122425323978,-0.692512692938325,0.488615417600147,1,"MTURN","maturin, neural progenitor differentiation regulator homolog","GO:0005737","BP"
